Text,Lable
"Please cancel the Chocolate Donut ,Hot Dog Pizza and Four Seasons Pizza",remove order
"please remove all dessert type so remove Chocolate Donut ,Chocolate Waffle and Strawberry Donut",remove order
Could you take off the Chocolate Waffle and Pepperoni Pizza from my order?,remove order
take off the Chocolate Waffle and Pepperoni Pizza from my order,remove order
remove the Pancake from my order ,remove order
cancel all drinks the Pepsi Can and Fanta Bottle,remove order
cancel the main meal which is Mixed Pizza,remove order
remove the Pepsi Cup from my order,remove order
delete my order ,remove order
remove my previous order,remove order
take off the Shawarma Chicken Sandwich and  the rest of order still same,remove order
delete the Vegetables Soup from my order,remove order
remove sandwich of my order so remove the Crespi Chicken Sandwich ,remove order
I'd like to remove dessert like Strawberry Donut and Vanilla Donut,remove order
I'd like to remove main meal like French Fries Plate and keep the rest of order,remove order
Please cancel the Hot Dog Pizza.,remove order
"remove all drinks in my order like Pepsi Can , Pepsi Bottle and Fresh Strawberry Juice",remove order
"cancel all drinks in my order like Pepsi Can , Pepsi Bottle and Fresh Strawberry Juice",remove order
take off Fresh Strawberry Juice and Pepsi Bottle,remove order
could you send me the menu please,menu_request
could you send me the menu,menu_request
would you be able to share the menu please,menu_request
would you be able to share the menu,menu_request
may i request the menu please,menu_request
may i request the menu,menu_request
could we kindly ask for the menu please,menu_request
could we kindly ask for the menu,menu_request
would you mind showing us the menu please,menu_request
would you mind showing us the menu,menu_request
might i trouble you for the menu please,menu_request
might i trouble you for the menu,menu_request
could you assist us with the menu please,menu_request
could you assist us with the menu,menu_request
would you kindly bring the menu please,menu_request
would you kindly bring the menu,menu_request
may i ask to see the menu please,menu_request
may i ask to see the menu,menu_request
can you provide the menu please,menu_request
can you provide the menu,menu_request
could you help us with the menu please,menu_request
could you help us with the menu,menu_request
can i receive the menu please,menu_request
can i receive the menu,menu_request
could you show us the menu please,menu_request
could you show us the menu,menu_request
can we have the menu please,menu_request
can we have the menu,menu_request
may we get the menu please,menu_request
may we get the menu,menu_request
could you offer the menu please,menu_request
could you offer the menu,menu_request
please bring us the menu,menu_request
bring us the menu,menu_request
could we see the menu,menu_request
show us the menu,menu_request
send us the menu,menu_request
provide the menu now,menu_request
display the menu,menu_request
show me the menu now,menu_request
let us see the menu,menu_request
i need to see the menu,menu_request
give me the menu,menu_request
can you pop over the menu,menu_request
any chance you could send the menu,menu_request
could you slide us the menu,menu_request
how about sending the menu our way,menu_request
can we check out the menu,menu_request
got a minute to bring the menu,menu_request
hey can you pass the menu,menu_request
mind sending over the menu,menu_request
think you could get us the menu,menu_request
would love to see the menu,menu_request
can we grab a peek at the menu,menu_request
can you hook us up with the menu,menu_request
we need the menu right away,menu_request
bring the menu immediately,menu_request
where is the menu we asked for,menu_request
get the menu to us now,menu_request
send the menu without delay,menu_request
where’s the menu already,menu_request
give us the menu now,menu_request
why don’t we have the menu yet,menu_request
bring the menu over right now,menu_request
where’s our menu,menu_request
could you possibly show me the menu please,menu_request
could you possibly show me the menu,menu_request
would you kindly let us see the menu please,menu_request
would you kindly let us see the menu,menu_request
may i take a look at the menu when you have time please,menu_request
may i take a look at the menu when you have time,menu_request
could you please assist us with viewing the menu,menu_request
could you assist us with viewing the menu,menu_request
may i request a look at the menu please,menu_request
may i request a look at the menu,menu_request
would it be possible to view the menu please,menu_request
would it be possible to view the menu,menu_request
could you kindly show me the menu please,menu_request
could you kindly show me the menu,menu_request
might we see the menu when you get a chance please,menu_request
might we see the menu when you get a chance,menu_request
can we have a look at the menu please,menu_request
can we have a look at the menu,menu_request
may we see the menu when you're ready please,menu_request
may we see the menu when you're ready,menu_request
could you provide us with the menu please,menu_request
could you provide us with the menu,menu_request
can you let us see the menu please,menu_request
can you let us see the menu,menu_request
could i get a menu to look at please,menu_request
could i get a menu to look at,menu_request
could you get the menu for us please,menu_request
could you get the menu for us,menu_request
show me the menu,menu_request
give us the menu,menu_request
please provide the menu,menu_request
provide the menu,menu_request
we need to see the menu,menu_request
let us have the menu,menu_request
bring out the menu,menu_request
give the menu to us,menu_request
hand over the menu,menu_request
present the menu to us,menu_request
we need the menu asap,menu_request
get us the menu right away,menu_request
can you toss us the menu,menu_request
any chance you have the menu handy,menu_request
could you pull up the menu for us,menu_request
do you mind grabbing the menu for us,menu_request
any way you could get us the menu,menu_request
how about you show us the menu,menu_request
can we have a quick look at the menu,menu_request
think you could bring us the menu,menu_request
can you swing by with the menu,menu_request
"hey, do you have the menu on you",menu_request
could you shoot us the menu,menu_request
could you pop the menu over to us,menu_request
mind sharing the menu with us,menu_request
can you send the menu our way,menu_request
is it cool if we see the menu,menu_request
any chance you could hand us the menu,menu_request
get the menu to us immediately,menu_request
where’s that menu,menu_request
bring the menu here right now,menu_request
"we need the menu, hurry up",menu_request
bring us the menu right this minute,menu_request
why haven’t we seen the menu yet,menu_request
fetch the menu for us now,menu_request
bring the menu without delay,menu_request
we’ve waited long enough for the menu,menu_request
give us that menu now,menu_request
we’re still waiting on the menu,menu_request
"where is our menu, we need it now",menu_request
deliver the menu immediately,menu_request
hurry up with the menu,menu_request
bring us that menu right now,menu_request
would it be possible for us to get the menu please,menu_request
would it be possible for us to get the menu,menu_request
could you kindly direct us to the menu please,menu_request
could you kindly direct us to the menu,menu_request
may we kindly ask to see the menu please,menu_request
may we kindly ask to see the menu,menu_request
would you mind if we took a look at the menu please,menu_request
would you mind if we took a look at the menu,menu_request
might you assist us with the menu please,menu_request
